Date_and_Time,DPV_res_MW,DPV_non_res_MW,CF,DPV_res_MWh,DPV_non_res_MWh
2019-05-25 11:00:00+00:00,0.0321959682319354,0.0210854261662634,0.0459954791604502,0.0014808689858625,0.0009698342798195
2019-05-25 12:00:00+00:00,0.0321969289758064,0.0210854712362903,0.1589382696008096,0.0051173241778748,0.0033512883120136
2019-05-25 13:00:00+00:00,0.0321978897196774,0.0210855163063172,0.3613076011286881,0.0116333422960226,0.0076183573151953
2019-05-25 14:00:00+00:00,0.0321988504635483,0.021085561376344,0.5179221207821199,0.0166764969188272,0.0109206786659176
2019-05-25 15:00:00+00:00,0.0321998112074193,0.0210856064463709,0.6776799394508743,0.0218211661093734,0.0142892924998615
2019-05-25 16:00:00+00:00,0.0322007719512903,0.0210856515163978,0.7573638642424712,0.0243877010766198,0.0159695105125291
2019-05-25 17:00:00+00:00,0.0322017326951612,0.0210856965864247,0.7401958278647432,0.023835588190974,0.0156075446408934
2019-05-25 18:00:00+00:00,0.0322026934390322,0.0210857416564516,0.7717144921914126,0.0248512852144984,0.0162721724148878
2019-05-25 19:00:00+00:00,0.0322036541829032,0.0210857867264784,0.6432922061315737,0.020716359744818,0.0135643222612961
2019-05-25 20:00:00+00:00,0.0322046149267742,0.0210858317965053,0.6286879083947271,0.0202466519989712,0.0132564074889079
2019-05-25 21:00:00+00:00,0.0322055756706451,0.0210858768665322,0.5178142912955369,0.0166765073416598,0.0109185683859883
2019-05-25 22:00:00+00:00,0.0322065364145161,0.0210859219365591,0.3312262384583799,0.010667649910353,0.0069842106074735
2019-05-25 23:00:00+00:00,0.0322074971583871,0.021085967006586,0.1289192245489899,0.004152165558323,0.0027183865153546
2019-05-26 00:00:00+00:00,0.032208457902258,0.0210860120766129,0.0047301842196436,0.0001523519393083,9.97407215800104e-05
2019-05-26 01:00:00+00:00,0.032209418646129,0.0210860571466397,0.0,0.0,0.0
2019-05-26 02:00:00+00:00,0.03221037939,0.0210861022166666,0.0,0.0,0.0
2019-05-26 03:00:00+00:00,0.0322113401338709,0.0210861472866935,0.0,0.0,0.0
2019-05-26 04:00:00+00:00,0.0322123008777419,0.0210861923567204,0.0,0.0,0.0
2019-05-26 05:00:00+00:00,0.0322132616216129,0.0210862374267473,0.0,0.0,0.0
2019-05-26 06:00:00+00:00,0.0322142223654838,0.0210862824967741,0.0,0.0,0.0
2019-05-26 07:00:00+00:00,0.0322151831093548,0.021086327566801,0.0,0.0,0.0
2019-05-26 08:00:00+00:00,0.0322161438532258,0.0210863726368279,0.0,0.0,0.0
2019-05-26 09:00:00+00:00,0.0322171045970967,0.0210864177068548,0.0,0.0,0.0
2019-05-26 10:00:00+00:00,0.0322180653409677,0.0210864627768817,0.0,0.0,0.0
2019-05-26 11:00:00+00:00,0.0322190260848387,0.0210865078469086,0.0488482410869068,0.0015738427537775,0.0010300388189867
2019-05-26 12:00:00+00:00,0.0322199868287096,0.0210865529169354,0.1582980607962174,0.0051003614338643,0.0033379604356276
2019-05-26 13:00:00+00:00,0.0322209475725806,0.0210865979869623,0.365192367282885,0.0117668441201284,0.0077006646368012
2019-05-26 14:00:00+00:00,0.0322219083164516,0.0210866430569892,0.5494038499634867,0.017702840482229,0.0115850828783156
2019-05-26 15:00:00+00:00,0.0322228690603225,0.0210866881270161,0.6863610752163427,0.0221165230547983,0.0144730819356104
2019-05-26 16:00:00+00:00,0.0322238298041935,0.021086733197043,0.7765997719535869,0.0250250188774078,0.0163759521920697
2019-05-26 17:00:00+00:00,0.0322247905480645,0.0210867782670698,0.8167495587566871,0.0263195834611583,0.0172226168452293
2019-05-26 18:00:00+00:00,0.0322257512919354,0.0210868233370967,0.8144900953096877,0.0262475552411947,0.0171750087496104
2019-05-26 19:00:00+00:00,0.0322267120358064,0.0210868684071236,0.767611489712221,0.0247375944343321,0.0161865224713577
2019-05-26 20:00:00+00:00,0.0322276727796774,0.0210869134771505,0.6759147576401396,0.0217831596361813,0.0142529560122867
2019-05-26 21:00:00+00:00,0.0322286335235483,0.0210869585471774,0.533397374577234,0.0171906685076724,0.0112477283268833
2019-05-26 22:00:00+00:00,0.0322295942674193,0.0210870036172043,0.3351806539918304,0.0108027364844449,0.0070679556631426
2019-05-26 23:00:00+00:00,0.0322305550112903,0.0210870486872311,0.135234941388248,0.0043586972178625,0.0028517057932688
2019-05-27 00:00:00+00:00,0.0322315157551612,0.021087093757258,0.0060939444553757,0.0001964170667245,0.000128503578082
2019-05-27 01:00:00+00:00,0.0322324764990322,0.0210871388272849,0.0,0.0,0.0
2019-05-27 02:00:00+00:00,0.0322334372429032,0.0210871838973118,0.0,0.0,0.0
2019-05-27 03:00:00+00:00,0.0322343979867741,0.0210872289673387,0.0,0.0,0.0
2019-05-27 04:00:00+00:00,0.0322353587306451,0.0210872740373655,0.0,0.0,0.0
2019-05-27 05:00:00+00:00,0.0322363194745161,0.0210873191073924,0.0,0.0,0.0
2019-05-27 06:00:00+00:00,0.0322372802183871,0.0210873641774193,0.0,0.0,0.0
2019-05-27 07:00:00+00:00,0.032238240962258,0.0210874092474462,0.0,0.0,0.0
2019-05-27 08:00:00+00:00,0.032239201706129,0.0210874543174731,0.0,0.0,0.0
2019-05-27 09:00:00+00:00,0.03224016245,0.0210874993875,0.0,0.0,0.0
2019-05-27 10:00:00+00:00,0.0322411231938709,0.0210875444575268,0.0,0.0,0.0
2019-05-27 11:00:00+00:00,0.0322420839377419,0.0210875895275537,0.0471947118474466,0.0015216558608029,0.0009952227113101
2019-05-27 12:00:00+00:00,0.0322430446816129,0.0210876345975806,0.1612757943029107,0.0052000226417713,0.0034009250196943
2019-05-27 13:00:00+00:00,0.0322440054254838,0.0210876796676075,0.3490664816767384,0.0112553015290392,0.0073610021482978
2019-05-27 14:00:00+00:00,0.0322449661693548,0.0210877247376344,0.5442942269764274,0.01755074893503,0.0114779268347624
2019-05-27 15:00:00+00:00,0.0322459269132258,0.0210877698076612,0.6142224450696833,0.0198061720721798,0.0129525815323283
2019-05-27 16:00:00+00:00,0.0322468876570967,0.0210878148776881,0.5988865026521973,0.0193122257703769,0.0126292077006756
2019-05-27 17:00:00+00:00,0.0322478484009677,0.021087859947715,0.8063820084844237,0.0260040847628735,0.0170048708592766
2019-05-27 18:00:00+00:00,0.0322488091448387,0.0210879050177419,0.77309621693131,0.0249314323504146,0.016302979592223
2019-05-27 19:00:00+00:00,0.0322497698887096,0.0210879500877688,0.6027244118797774,0.0194377235894306,0.0127102223144005
2019-05-27 20:00:00+00:00,0.0322507306325806,0.0210879951577957,0.4094529194563648,0.0132051558121109,0.0086345411828411
2019-05-27 21:00:00+00:00,0.0322516913764516,0.0210880402278225,0.3649340932024232,0.0117697417467097,0.0076957448379566
2019-05-27 22:00:00+00:00,0.0322526521203225,0.0210880852978494,0.2176271418712123,0.0070190524987122,0.0045893397309072
2019-05-27 23:00:00+00:00,0.0322536128641935,0.0210881303678763,0.0442353322893496,0.0014267492825796,0.0009328404541841
2019-05-28 00:00:00+00:00,0.0322545736080645,0.0210881754379032,0.0,0.0,0.0
2019-05-28 01:00:00+00:00,0.0322555343519354,0.0210882205079301,0.0,0.0,0.0
2019-05-28 02:00:00+00:00,0.0322564950958064,0.0210882655779569,0.0,0.0,0.0
2019-05-28 03:00:00+00:00,0.0322574558396774,0.0210883106479838,0.0,0.0,0.0
2019-05-28 04:00:00+00:00,0.0322584165835483,0.0210883557180107,0.0,0.0,0.0
2019-05-28 05:00:00+00:00,0.0322593773274193,0.0210884007880376,0.0,0.0,0.0
2019-05-28 06:00:00+00:00,0.0322603380712903,0.0210884458580645,0.0,0.0,0.0
2019-05-28 07:00:00+00:00,0.0322612988151612,0.0210884909280914,0.0,0.0,0.0
2019-05-28 08:00:00+00:00,0.0322622595590322,0.0210885359981182,0.0,0.0,0.0
2019-05-28 09:00:00+00:00,0.0322632203029032,0.0210885810681451,0.0,0.0,0.0
2019-05-28 10:00:00+00:00,0.0322641810467742,0.021088626138172,0.0,0.0,0.0
2019-05-28 11:00:00+00:00,0.0322651417906451,0.0210886712081989,0.0469682707891495,0.0015154379166733,0.00099049841989
2019-05-28 12:00:00+00:00,0.0322661025345161,0.0210887162782258,0.1618942985352212,0.005223698036291,0.0034141429288716
2019-05-28 13:00:00+00:00,0.0322670632783871,0.0210887613482526,0.3692707530141301,0.0119152827543645,0.0077874627832045
2019-05-28 14:00:00+00:00,0.032268024022258,0.0210888064182795,0.5543806874626489,0.0178887693405206,0.0116912269999325
2019-05-28 15:00:00+00:00,0.032268984766129,0.0210888514883064,0.6765131455110097,0.0218303923865807,0.0142668852555687
2019-05-28 16:00:00+00:00,0.03226994551,0.0210888965583333,0.7767775688464892,0.0250665698200664,0.0163813817982372
2019-05-28 17:00:00+00:00,0.0322709062538709,0.0210889416283602,0.8084463918876763,0.0260892977238873,0.0170492787681776
2019-05-28 18:00:00+00:00,0.0322718669977419,0.0210889866983871,0.7616486489017534,0.0245798238963672,0.0160623982255335
2019-05-28 19:00:00+00:00,0.0322728277416129,0.0210890317684139,0.7295167446119787,0.0235435682334846,0.0153848018027119
2019-05-28 20:00:00+00:00,0.0322737884854838,0.0210890768384408,0.6646593178629511,0.0214510742396148,0.0140170514257974
2019-05-28 21:00:00+00:00,0.0322747492293548,0.0210891219084677,0.5241428695109215,0.0169165796738194,0.0110537128725699
2019-05-28 22:00:00+00:00,0.0322757099732258,0.0210891669784946,0.3367867161238299,0.0108700303724478,0.0071025512924743
2019-05-28 23:00:00+00:00,0.0322766707170967,0.0210892120485215,0.1319579641319262,0.0042591637567846,0.0027828894870693
2019-05-29 00:00:00+00:00,0.0322776314609677,0.0210892571185483,0.0068380467385669,0.0002207159525403,0.0001442093258582
2019-05-29 01:00:00+00:00,0.0322785922048387,0.0210893021885752,0.0,0.0,0.0
2019-05-29 02:00:00+00:00,0.0322795529487096,0.0210893472586021,0.0,0.0,0.0
2019-05-29 03:00:00+00:00,0.0322805136925806,0.021089392328629,0.0,0.0,0.0
2019-05-29 04:00:00+00:00,0.0322814744364516,0.0210894373986559,0.0,0.0,0.0
2019-05-29 05:00:00+00:00,0.0322824351803225,0.0210894824686827,0.0,0.0,0.0
2019-05-29 06:00:00+00:00,0.0322833959241935,0.0210895275387096,0.0,0.0,0.0
2019-05-29 07:00:00+00:00,0.0322843566680645,0.0210895726087365,0.0,0.0,0.0
2019-05-29 08:00:00+00:00,0.0322853174119354,0.0210896176787634,0.0,0.0,0.0
2019-05-29 09:00:00+00:00,0.0322862781558064,0.0210896627487903,0.0,0.0,0.0
2019-05-29 10:00:00+00:00,0.0322872388996774,0.0210897078188172,0.0,0.0,0.0
2019-05-29 11:00:00+00:00,0.0322881996435483,0.021089752888844,0.0517482180920248,0.0016708567969531,0.0010913571319988
2019-05-29 12:00:00+00:00,0.0322891603874193,0.0210897979588709,0.165082937888046,0.0053303894586934,0.0034815658065157
2019-05-29 13:00:00+00:00,0.0322901211312903,0.0210898430288978,0.3670439886610305,0.0118518948543766,0.0077409001055616
2019-05-29 14:00:00+00:00,0.0322910818751612,0.0210898880989247,0.551954682597371,0.0178232138471303,0.011640662491656
2019-05-29 15:00:00+00:00,0.0322920426190322,0.0210899331689516,0.6866632187660687,0.0221737579253157,0.0144816813933535
2019-05-29 16:00:00+00:00,0.0322930033629032,0.0210899782389784,0.7699983766786066,0.0248655601675122,0.0162392490082005
2019-05-29 17:00:00+00:00,0.0322939641067741,0.0210900233090053,0.8081469292192998,0.0260982679252077,0.017043837574336
2019-05-29 18:00:00+00:00,0.0322949248506451,0.0210900683790322,0.7982719840732082,0.0257801337360196,0.0168356107291696
2019-05-29 19:00:00+00:00,0.0322958855945161,0.0210901134490591,0.7470002302160871,0.0241250339741359,0.0157543196017305
2019-05-29 20:00:00+00:00,0.032296846338387,0.021090158519086,0.6603507540147476,0.0213272468318523,0.0139269020803689
2019-05-29 21:00:00+00:00,0.032297807082258,0.0210902035891129,0.5195846023833466,0.016781443250689,0.010958145046033
2019-05-29 22:00:00+00:00,0.032298767826129,0.0210902486591397,0.3365317285558856,0.0108695601667524,0.0070975378369337
2019-05-29 23:00:00+00:00,0.03229972857,0.0210902937291666,0.135551385345805,0.0043782729539569,0.0028588185323384
2019-05-30 00:00:00+00:00,0.0323006893138709,0.0210903387991935,0.0089338388206937,0.0002885691521274,0.0001884176875058
2019-05-30 01:00:00+00:00,0.0323016500577419,0.0210903838692204,0.0,0.0,0.0
2019-05-30 02:00:00+00:00,0.0323026108016129,0.0210904289392473,0.0,0.0,0.0
2019-05-30 03:00:00+00:00,0.0323035715454838,0.0210904740092741,0.0,0.0,0.0
2019-05-30 04:00:00+00:00,0.0323045322893548,0.021090519079301,0.0,0.0,0.0
2019-05-30 05:00:00+00:00,0.0323054930332258,0.0210905641493279,0.0,0.0,0.0
2019-05-30 06:00:00+00:00,0.0323064537770967,0.0210906092193548,0.0,0.0,0.0
2019-05-30 07:00:00+00:00,0.0323074145209677,0.0210906542893817,0.0,0.0,0.0
2019-05-30 08:00:00+00:00,0.0323083752648387,0.0210906993594086,0.0,0.0,0.0
2019-05-30 09:00:00+00:00,0.0323093360087096,0.0210907444294354,0.0,0.0,0.0
2019-05-30 10:00:00+00:00,0.0323102967525806,0.0210907894994623,0.0,0.0,0.0
2019-05-30 11:00:00+00:00,0.0323112574964516,0.0210908345694892,0.0509509599940227,0.0016462895880582,0.0010745982683905
2019-05-30 12:00:00+00:00,0.0323122182403225,0.0210908796395161,0.1643524713996525,0.0053105929242019,0.003466338192747
2019-05-30 13:00:00+00:00,0.0323131789841935,0.021090924709543,0.3705187786264258,0.0119726396107604,0.0078145836634817
2019-05-30 14:00:00+00:00,0.0323141397280645,0.0210909697795698,0.5599566279912954,0.0180945167185665,0.0118100283188342
2019-05-30 15:00:00+00:00,0.0323151004719354,0.0210910148495967,0.7018149753966504,0.0226792214426516,0.01480199006776
2019-05-30 16:00:00+00:00,0.0323160612158064,0.0210910599196236,0.7747233114099552,0.0250360059568363,0.0163397357820765
2019-05-30 17:00:00+00:00,0.0323170219596774,0.0210911049896505,0.7609744309648302,0.0245924273962434,0.0160497916179187
2019-05-30 18:00:00+00:00,0.0323179827035483,0.0210911500596774,0.736987350540855,0.0238179444475132,0.0155439108023412
2019-05-30 19:00:00+00:00,0.0323189434474193,0.0210911951297043,0.523966844972084,0.0169340548309754,0.0110510869688017
2019-05-30 20:00:00+00:00,0.0323199041912903,0.0210912401997311,0.5167768797371541,0.0167021792413787,0.0108994653002038
2019-05-30 21:00:00+00:00,0.0323208649351612,0.021091285269758,0.4299016336189823,0.0138947926356042,0.0090671779925929
2019-05-30 22:00:00+00:00,0.0323218256790322,0.0210913303397849,0.2730559580973518,0.0088256670782437,0.0057591134134777
2019-05-30 23:00:00+00:00,0.0323227864229032,0.0210913754098118,0.132243746460015,0.0042744863725916,0.0027892025021881
2019-05-31 00:00:00+00:00,0.0323237471667741,0.0210914204798387,0.0083969693238386,0.0002714215133909,0.0001771040107653
2019-05-31 01:00:00+00:00,0.0323247079106451,0.0210914655498655,0.0,0.0,0.0
2019-05-31 02:00:00+00:00,0.0323256686545161,0.0210915106198924,0.0,0.0,0.0
2019-05-31 03:00:00+00:00,0.0323266293983871,0.0210915556899193,0.0,0.0,0.0
2019-05-31 04:00:00+00:00,0.032327590142258,0.0210916007599462,0.0,0.0,0.0
2019-05-31 05:00:00+00:00,0.032328550886129,0.0210916458299731,0.0,0.0,0.0
2019-05-31 06:00:00+00:00,0.03232951163,0.0210916909,0.0,0.0,0.0
2019-05-31 07:00:00+00:00,0.0323302768891805,0.0210918865039166,0.0,0.0,0.0
2019-05-31 08:00:00+00:00,0.0323310421483611,0.0210920821078333,0.0,0.0,0.0
2019-05-31 09:00:00+00:00,0.0323318074075416,0.02109227771175,0.0,0.0,0.0
2019-05-31 10:00:00+00:00,0.0323325726667222,0.0210924733156666,0.0,0.0,0.0
2019-05-31 11:00:00+00:00,0.0323333379259027,0.0210926689195833,0.0492303837649478,0.0015917826344939,0.001038400185538
2019-05-31 12:00:00+00:00,0.0323341031850833,0.0210928645235,0.1612271553388677,0.0052131354769644,0.003400742545072
2019-05-31 13:00:00+00:00,0.0323348684442638,0.0210930601274166,0.3695342340945725,0.0119488408450997,0.0077946078188956
2019-05-31 14:00:00+00:00,0.0323356337034444,0.0210932557313333,0.5572557076130378,0.0180192164405289,0.0117543371484269
2019-05-31 15:00:00+00:00,0.032336398962625,0.02109345133525,0.6819239522085548,0.0220509649807858,0.0143841297002524
2019-05-31 16:00:00+00:00,0.0323371642218055,0.0210936469391666,0.7665309449567724,0.0247874370481629,0.0161689331208639
2019-05-31 17:00:00+00:00,0.0323379294809861,0.0210938425430833,0.7260640715652277,0.0234794087449539,0.0153154812017868
2019-05-31 18:00:00+00:00,0.0323386947401666,0.021094038147,0.7486843820115084,0.0242114756866004,0.0157927769142138
2019-05-31 19:00:00+00:00,0.0323394599993472,0.0210942337509166,0.6400915344565505,0.0207002145744783,0.0135022404498093
